RA	DEC	MAG
175.19627319	21.35284143	5.42
175.22355273	-62.09010401	5.10
175.25665440	-83.09996178	6.48
175.26260484	34.20256022	5.45
175.28584703	-29.19682236	6.57
175.29394546	-61.14099770	6.93
175.33273307	-43.09567719	5.56
175.35880947	-41.01795988	6.98
175.39375241	31.74598350	5.84
175.43132179	55.17199339	6.41
175.43313494	-32.49932237	5.35
175.47385116	-60.23081229	6.91
175.49153487	-24.38572852	6.99
175.51472348	-20.29403646	6.37
175.52187873	22.21119174	6.74
175.56175020	-75.22730303	6.59
175.61844968	66.74480850	5.48
175.72721843	-79.30636263	6.54
175.86333833	-37.19010227	6.12
175.87793855	-15.04282730	6.92
175.87999922	-62.48939856	5.15
175.88008042	31.76211927	6.96
175.90440603	-80.48346380	6.64
175.90477540	41.72247449	6.88
175.97010100	-62.87824289	6.12
175.97953127	-6.67706055	6.22
176.05488261	25.21830378	6.14
176.09916174	-20.69574674	6.90
176.19066226	-18.35061467	4.88
176.29774406	14.26332609	6.68
176.30273465	-49.06986940	6.42
176.32085333	8.25817475	4.90
176.39611523	35.89428620	6.78
176.40236386	-66.72884344	3.68
176.43334854	-45.69014545	5.24
176.46487734	6.52981394	4.14
176.51305887	47.77933701	3.86
176.62853753	-61.17835907	4.27
176.63436255	-40.50133452	5.02
176.65173543	-64.76597448	6.92
176.73170252	55.62826771	5.43
176.77925104	-35.90679191	6.32
176.78268236	61.40195962	6.66
176.81661416	-30.28595727	6.61
176.82987104	-57.69654711	5.53
176.84415799	-18.38056798	6.98
176.92248178	-67.69226753	6.92
176.97888233	8.24586534	5.33
176.99677650	20.21894121	4.63
177.06037263	-66.81487085	4.86
177.09812514	-10.31283950	6.36
177.16154436	14.28419729	5.95
177.16346115	-35.98690213	6.32
177.18793920	-26.74975369	5.05
177.25584223	-0.31867805	6.26
177.26615977	14.57233687	2.16
177.27981356	5.18373797	6.71
177.30313672	-57.69156766	6.86
177.31152200	16.24301299	6.12
177.42120019	-63.78848906	4.27
177.42416287	34.93173940	5.83
177.48594609	-70.22578580	5.13
177.55860264	54.25255214	6.91
177.58168578	-15.86370603	6.29
177.61368682	-62.64938330	5.76
177.65515301	-27.27795367	6.64
177.67202553	1.76537705	3.71
177.73092864	12.27897116	6.44
177.75929508	-5.33333400	5.79
177.78646511	-45.17344950	4.63
177.78964274	33.37496331	6.33
177.80415702	-61.84615473	6.61
177.80484464	-43.93303360	6.61
177.84183475	-12.18792174	6.44
177.92340338	-30.83409571	5.97
177.96363695	-65.20589445	4.85
178.01724236	-49.40114231	6.96
178.04330796	-56.98782681	5.59
178.07594241	-51.31470573	6.74
178.19253055	15.43647071	6.90
178.22733867	-33.90813014	4.25
178.23256802	37.73280827	6.56
178.32002679	-36.57726344	6.70
178.36194168	-35.06657261	6.21
178.42992176	73.75635119	6.89
178.45725536	53.69473296	2.43
178.45959018	0.55210721	6.36
178.46033177	40.91304740	6.89
178.54796472	-57.41019133	6.08
178.60857677	-37.74907386	6.57
178.61113424	-56.96977042	6.95
178.67711574	-25.71406632	5.43
178.68590817	-66.37603942	6.47
178.75009496	-63.27917897	5.96
178.75467546	-56.09550622	6.83
178.76313138	8.44390534	5.73
178.77391815	46.47683910	6.56
178.80875730	36.75648978	6.53
178.87666637	-24.85775711	6.97
178.91720463	-28.47703681	6.05
178.91886481	15.64680922	5.57
178.97802134	-39.68947554	6.30
178.99336544	56.59856271	5.99
179.00101946	35.34058715	6.86
179.00409802	-17.15080863	5.17
179.07184489	35.44814052	6.72
179.08635796	26.67959996	6.89
179.11177529	14.18626775	6.87
179.15668435	65.24295205	6.68
179.18343317	-47.07243569	6.35
179.22197144	61.54931890	6.39
179.23419740	-13.75420997	6.67
179.25160936	-4.78278855	6.84
179.26575492	-33.31544880	6.19
179.27093637	-52.10025061	6.69
179.31126898	40.34388969	6.71
179.33562442	-49.36009360	6.77
179.41682551	-62.44873578	5.52
179.42685119	17.46782969	6.89
179.43902935	-8.54876585	6.70
179.53020284	32.27405870	6.50
179.55802245	3.48202404	6.77
179.56352995	-56.31731449	5.42
179.56550630	-47.97689113	6.88
179.58471964	-40.94731252	6.93
179.58534644	61.46457143	6.91
179.64731165	-77.82539341	6.79
179.69861981	-64.33955671	5.66
179.72663478	-25.90880286	6.44
179.76406511	0.53060794	6.34
179.78906616	-10.47597109	6.63
179.79460657	-45.83219996	6.33
179.79532236	-51.69674825	6.21
179.82307392	33.16702114	6.12
179.84296047	-30.06081202	6.94
179.84907569	-57.16796196	6.83
179.84981533	1.82681899	6.96
179.85677288	-62.83094991	6.43
179.89692218	-46.63312830	6.77
179.90704708	-78.22181833	4.88
179.98718202	3.65521716	5.37
179.98918842	34.03466959	6.56
180.01981724	19.41944059	6.91
180.02165073	-78.19292085	6.65
180.07851186	80.85327729	6.26
180.17595167	-21.83748019	6.43
180.18486353	-10.44483921	5.69
180.21320843	-19.65899848	5.21
180.21829289	6.61439464	4.69
180.21957234	70.23782292	6.79
180.25729082	-1.76798636	6.49
180.30745479	12.37778072	6.97
180.37190077	-57.50373759	6.16
180.41471830	36.04227697	5.76
180.43458077	22.09432783	6.71
180.46205861	-73.29851893	6.88
180.52942963	43.04546506	5.29
180.58615049	-85.63176087	6.19
180.61910492	-71.48900826	6.58
180.62163890	43.08532391	6.77
180.65731961	-69.19227106	5.87
180.71533620	-7.68366221	6.36
180.73484017	-62.17528707	6.80
180.75449993	-57.26013017	6.84
180.75707974	-63.31294495	4.39
180.77786660	-48.19493564	6.68
180.90258445	-39.00896467	6.62
180.91381150	-42.43378714	5.24
180.93554059	5.55795197	6.50
180.93557093	-74.21408634	6.60
181.00147270	-10.29615015	6.67
181.03739679	-69.52197291	6.91
181.06906686	21.45916332	5.96
181.06973585	-51.47248922	6.48
181.08015725	-63.16571094	4.69
181.11887598	85.58691106	6.39
181.16227840	-68.32889673	5.35
181.18872296	-59.25324770	6.29
181.19443206	-76.51917475	5.16
181.23852543	-60.96823848	6.03
181.28594082	-61.17952881	6.81
181.30279000	8.73284563	4.28
181.31141141	76.90595813	5.95
181.34587712	-62.97576444	6.77
181.39607425	-5.84589396	6.75
181.41567863	62.93329421	6.28
181.47344937	-65.54687537	6.35
181.48621209	-35.69393235	6.21
181.49929442	-3.13154264	6.53
181.52187140	-32.96075904	6.61
181.54622414	-73.55677725	6.53
181.58305555	-68.65140083	6.39
181.59618267	-65.70942594	6.03
181.65781827	-37.86010136	6.80
181.69744287	-12.24084421	6.86
181.72022021	-64.61363898	4.22
181.81216556	-6.76561392	6.74
181.81741886	-64.68179312	6.91
181.89737564	-31.41029572	6.83
181.91236753	-23.97528514	6.84
181.95870080	-75.36706513	5.32
182.02190127	-50.66125439	4.40
182.06137370	-48.69247036	5.34
182.08113114	-34.67495161	6.92
182.08976505	-50.72240999	2.52
182.10307095	-60.84712841	6.33
182.10313607	-24.72877993	4.10
182.22432744	-44.32588609	5.81
182.22749200	-41.23158452	5.49
182.28260647	-78.78129461	6.92
182.36810459	-11.85666577	6.71
0.00000000	0.00000000	6.78
182.42202206	1.89832789	6.12
182.44424297	-51.78387784	6.89
182.44619077	74.66136609	6.46
182.51075478	-34.70473605	6.18
182.51463175	5.80696343	5.80
182.52434400	-17.53728101	6.74
182.53135773	-22.61979211	3.18
182.61331430	-7.77403030	6.61
182.63184055	16.80927624	6.43
182.64075945	-37.87026816	6.13
182.69209512	27.28152850	6.04
182.69726579	39.89153702	6.91
182.75037388	81.70983674	6.12
182.75507582	-68.26093422	6.63
182.76219447	-45.42286413	6.78
182.76617138	-23.60237239	5.47
182.77186283	-61.27738011	6.17
182.84176728	-2.69893600	6.91
182.86876154	-44.28275840	6.69
182.88196180	-51.35917843	6.38
182.90854948	-54.41764059	6.92
182.91313090	-52.36841559	3.91
182.91764604	4.05588647	6.98
182.93706229	57.05444463	6.47
182.94188302	23.32255130	6.90
182.95139612	77.44077131	6.78
182.96333771	25.87035539	5.80
183.00320098	-64.51040261	6.62
183.00404877	28.53646316	6.56
183.03874666	20.54210573	5.76
183.04963833	77.61619242	5.23
183.09161030	-62.95077296	6.00
183.10605400	-60.06781026	6.89
183.19596584	-70.15178663	6.20
183.30403548	-34.12528736	6.14
183.35441052	-38.92915939	5.72
183.35831031	10.26236039	5.92
183.40332369	-33.79288126	6.37
183.48531404	-78.57388687	6.51
183.51136205	-45.72393011	5.45
183.52364799	66.10927660	6.89
183.56460983	-5.71687601	6.64
183.57055472	-64.40851906	6.26
183.68095986	53.43467088	6.34
183.74825968	-20.84423329	5.99
183.77674609	-29.23719253	6.67
183.78555700	70.20007671	5.88
183.78648733	-58.74890179	2.71
183.79391146	-10.30993958	6.21
183.83612872	87.69998919	6.35
183.85603795	57.03259792	3.34
183.87797443	-41.91283864	6.40
183.92295178	72.55125754	6.45
183.94460011	-23.35380508	6.64
183.95194937	-17.54198370	2.55
183.98165770	-54.05678638	6.70
184.00097886	14.89914477	5.12
184.03140154	40.66025851	5.77
184.08564668	23.94542332	5.10
184.09947877	-72.61445993	6.22
184.12572840	33.06179861	5.16
184.20562629	86.43584319	6.43
184.26401068	-16.69374078	6.10
184.27651740	-65.69293557	6.08
184.37317610	53.19144123	5.96
184.37748884	28.93710321	5.77
184.38376950	-48.92548888	6.93
184.39431802	-67.96067161	4.05
184.43433066	15.14479989	6.49
184.44706163	-36.09396124	6.16
184.48044380	-57.85014940	6.87
184.48138890	-24.01341066	6.98
184.53991313	-3.94883265	6.71
184.54627420	-52.30628900	6.83
184.58726633	-79.31226899	4.20
184.60955300	-64.00304555	4.00
184.62118680	32.74891999	6.75
184.63153600	30.24933506	6.31
184.66790853	-0.78714480	5.95
184.69478395	-88.41494466	6.62
184.70860512	75.16055020	5.49
184.74928553	-55.14297519	5.11
184.75846987	26.00837126	6.50
184.83000395	23.03469539	6.30
184.83436738	14.54175644	6.69
184.87358760	28.15722194	6.49
184.94087542	-76.80088463	6.94
184.95301297	48.98413192	5.38
184.96096822	28.46437517	6.69
184.97379647	-62.85418392	6.89
184.97663096	-0.66674709	3.90
184.98045464	-26.73688929	6.71
185.04514374	-22.17562676	6.10
185.05643784	37.90215574	6.89
185.07434995	26.00182892	6.23
185.08216696	26.61975090	5.69
185.08813566	3.31272688	5.13
185.11783762	-65.84263025	6.20
185.14046113	-22.21583387	5.17
185.17237629	27.05483793	6.41
185.17955477	17.79265307	4.89
185.20311213	15.54096865	6.62
185.21179250	57.86428953	5.67
185.23214915	-13.56574902	5.31
185.27748556	-42.56198865	6.85
185.33809471	-62.28163140	6.68
185.34088036	-60.40136988	3.73
185.44436310	-49.94897376	6.71
185.48457714	47.18225964	6.50
185.48932747	-56.37438360	6.03
185.50876083	16.74479769	6.70
185.51797876	61.59140826	6.91
185.53077773	-67.52209279	5.21
185.54526433	24.77387685	6.20
185.55014315	-68.30719873	5.90
185.56282510	-73.50367818	6.82
185.57696827	-15.55535220	6.70
185.62632982	25.84618178	4.90
185.63390170	5.30557355	6.58
185.68615139	-39.17732244	6.84
185.69412642	-52.29301205	6.69
185.70613474	-57.67610097	5.35
185.75055093	-24.87131004	6.99
185.81266771	-67.63217115	6.51
185.81394956	-4.97443301	6.63
185.82873989	-11.81209173	6.52
185.83999906	-24.84062116	5.83
185.89770601	-35.41265923	5.31
185.90316593	-39.30237217	6.46
185.93660912	-38.91135056	5.78
185.94614816	42.54270856	6.12
185.94925486	-30.33538535	6.50
186.00617625	51.56222925	4.92
186.01445582	25.85125433	6.77
186.05390559	-38.91381568	6.96
186.07724865	26.09861325	5.19
186.08927767	-47.37293131	6.60
186.11170180	25.58242997	6.47
186.18654487	-41.38411951	6.51
186.21665756	-72.60387327	6.61
186.23318515	-65.21101270	6.97
186.26343152	56.77785826	5.88
186.27659619	63.80277456	6.47
186.28593652	-42.51425806	6.24
186.29917028	-11.61051268	5.97
186.30900104	-25.98655355	6.94
186.31280365	23.92630174	6.20
186.32342553	-65.76961193	6.45
186.32670513	-27.74899915	6.25
186.34068272	-35.18640097	5.70
186.40949088	-86.15059684	6.49
186.46248809	39.01869867	5.18
186.50508779	-49.58827282	6.96
186.51365995	15.86391763	6.90
186.60030726	27.26826273	4.99
186.60197202	71.92988373	6.49
186.63245078	-51.45061150	4.77
186.64975585	-63.09905586	0.67
186.70296553	-48.91299818	6.38
186.71539248	-32.83004764	5.57
186.73469831	28.26861975	4.52
186.74710034	26.82572160	5.00
186.85352338	-63.78895978	6.05
186.87015672	-58.31647941	6.47
186.87031761	-58.99176932	5.36
186.88812355	41.35508327	6.63
186.89635756	55.71275225	5.77
186.90988107	25.91212798	6.73
186.92528655	8.61037129	6.52
186.95605406	-16.63185314	6.45
186.96499562	-4.61528240	6.32
186.98176410	-8.67790512	6.88
187.00753543	-14.45085524	6.94
187.01004828	-50.23060480	3.84
187.06995967	-61.76532283	6.95
187.07684838	4.39660230	6.77
187.08046209	-64.34096078	6.07
187.09369113	-39.04113804	5.44
187.10712453	-61.79483117	6.37
187.14099776	-56.40726625	6.30
187.15902221	26.22697321	6.57
187.18574311	25.89936158	6.68
187.22799077	25.91288804	5.24
187.22865079	-61.87090884	6.91
187.25253753	-83.80268753	6.64
187.29042975	-2.42955232	6.90
187.36272398	24.10892077	5.57
187.43009821	20.89618496	5.72
187.46659650	-16.51509397	2.94
187.47580895	-56.52496942	5.87
187.48916244	58.40552660	5.42
187.49118040	-41.73586155	6.05
187.50197102	-42.92960935	6.77
187.51293210	51.53556985	6.33
187.51760070	58.76780973	6.23
187.52054829	-13.39305238	6.48
187.52817199	69.20126087	5.06
187.57275779	-23.69642033	5.73
187.58142239	-60.98989150	6.78
187.70882191	53.07616553	6.33
187.70977141	-4.06081614	7.00
187.74260846	65.89785922	7.00
187.75236725	24.56718941	5.47
187.76820548	39.58206053	6.96
187.79137202	-57.11256922	1.63
187.83928382	7.60428312	6.18
187.91028000	-30.98188407	6.89
187.91142055	-5.05266679	6.36
187.91810373	-59.42391403	5.62
187.98397037	-63.50589876	6.03
188.01835363	-32.53373156	6.52
188.01868646	-16.19586556	4.39
188.03679380	-56.12955839	6.65
188.04122968	-73.00104307	6.05
188.11712896	-72.13297590	3.79
188.13705492	-21.21200466	6.57
188.15036083	-13.85897407	5.83
188.20868634	-30.04473398	6.95
188.26211970	10.29566078	6.45
188.30090532	-52.08281279	6.56
188.34278349	-19.79248604	6.34
188.37016294	-41.41403465	6.76
188.37101041	69.78820992	3.84
188.37447640	38.06907047	6.69
188.39261214	24.28300493	6.30
188.39278750	-12.83032829	5.74
188.41210253	33.24766003	5.59
188.43788561	41.35676779	4.37
188.44498858	-9.45207768	5.49
188.44754305	33.38469496	6.41
188.49690379	-49.90969306	6.48
188.59680864	-23.39662306	2.81
188.62808958	7.73481885	6.92
188.67690229	-44.67251655	5.90
188.68360523	70.02177318	5.08
188.71299083	22.62918961	4.79
188.72693180	-67.75688853	5.83
188.77644434	18.37703366	6.49
188.78234382	18.37700118	5.19
188.78397424	21.88143144	6.02
188.87410771	-61.84139792	6.36
188.87443892	-61.74075882	6.71
188.88827654	-12.02103922	6.86
188.92838675	-16.82613623	6.77
188.94006062	-41.02194744	5.19
188.96986169	-12.06919053	6.70
188.99488728	-20.52735401	6.28
189.00447532	-39.86944684	5.79
189.05110362	-52.41769260	6.66
189.15850026	-39.32628230	6.88
189.19435821	-50.33537121	6.41
189.19737813	-5.83185110	5.91
189.21895631	70.18474102	6.68
189.24314199	17.08957856	5.83
189.28187436	8.79685974	6.68
189.29618208	-69.13553358	2.61
189.42594398	-27.13865883	5.49
189.42636588	-48.54128816	3.88
189.51847183	3.28247137	6.34
189.53037716	-55.93118630	6.98
189.59355028	1.85470456	5.73
189.68065910	-4.37354727	6.76
189.68619461	-18.25016480	6.08
189.69290042	40.87469516	6.41
189.71819205	-67.19304671	6.27
189.72814009	-76.06591273	6.87
189.75919869	22.65954468	6.56
189.76451917	-30.42234930	6.02
189.78065686	21.06258094	5.65
189.81098559	-75.37056959	6.51
189.81171855	-7.99550439	4.83
189.82019537	35.95196539	6.43
189.87893541	-6.10055593	6.85
189.96900602	-39.98724188	4.60
189.98292570	-66.51112210	6.25
190.15024188	-14.09979968	7.00
190.29057169	-44.10118311	6.89
190.30726357	-27.90818276	6.68
190.31676407	-13.01392023	5.20
190.34602074	-46.14572729	5.96
190.38002079	-48.95988553	2.15
190.39145671	62.71308183	6.04
190.39356290	10.42626827	6.28
190.41667557	-1.44952231	2.82
190.45627095	-19.75913355	6.11
190.47086482	10.23584294	4.91
190.48582000	-59.68581085	4.90
190.48816539	6.80664416	5.58
190.49033010	-7.50018780	6.91
190.52097535	-69.40755080	6.46
190.52713653	-54.76089157	6.74
190.57453819	33.68883919	6.81
190.64817140	-48.81303493	4.83
190.70748233	-55.94696105	6.06
190.70951152	-63.05861600	5.34
190.76746044	61.15537241	6.55
190.78838403	-56.17619646	5.97
190.80451717	-24.99048817	6.82
190.82695030	26.12659918	6.77
190.85934803	-40.17781019	6.51
190.86833524	-58.90274136	6.58
190.90842535	-1.57681459	6.07
190.94861972	-12.01417283	6.77
190.99443237	-36.34913468	6.37
191.00229297	-28.32386102	5.61
191.04674130	-2.84253956	6.82
191.10791915	80.62112781	6.39
191.11301998	44.10299667	6.44
191.14580964	-57.28689428	6.67
191.24865101	39.27857766	6.07
191.25860848	-68.83074797	6.30
191.28262003	45.44022447	5.31
191.31835456	-28.76602411	6.84
191.34792310	-48.17050930	6.81
191.40467529	7.67331477	5.30
191.40798434	-60.98116057	4.85
191.52289965	-54.61220739	6.82
191.57029013	-68.10809405	2.98
191.59324849	9.54078962	5.81
191.59478955	-56.48877967	4.58
191.63654937	24.14557627	6.95
191.66147205	16.57764912	5.27
191.69258582	-33.31541396	6.02
191.75953626	5.95050840	6.31
191.79406973	15.59171041	6.81
191.80673093	11.95813254	6.15
191.82885595	62.78113875	5.95
191.88925076	-6.30164895	6.38
191.89308893	66.79031573	5.55
191.93049537	-59.68873246	1.15
191.95156675	50.15696438	6.91
191.96423902	3.57272118	6.49
191.97224291	-25.01527784	6.97
191.97363562	-24.85174736	6.41
192.05985106	13.55310064	6.49
192.06871443	-44.71875254	6.89
192.10982759	-27.59723017	5.81
192.16390269	60.31989667	5.94
192.17441404	48.46681210	6.32
192.19693108	24.84048369	6.43
192.22581729	14.12263297	5.72
192.27829680	83.41779443	5.88
192.30750199	83.41285818	5.39
192.32296815	27.55232611	5.78
192.40854567	48.74004824	6.67
192.43728988	-71.98624542	5.72
192.44033226	-15.88296532	6.76
192.44598966	-15.07890970	6.92
192.54502356	37.51688446	5.93
192.54925155	-60.40051611	6.82
192.55853027	-62.64134379	6.75
192.57179055	22.86356935	6.59
192.58136431	-48.45955963	6.28
192.67161238	-33.99926779	4.90
192.74126496	-52.78739520	5.75
192.82492384	-60.32978611	5.81
192.84555077	-10.33821106	6.64
192.90379424	3.05673901	6.18
192.92469926	27.54073393	5.06
192.96088307	-31.20189822	6.96
192.98729210	-39.68038459	5.96
192.99153012	-26.73835190	6.21
193.02279636	-48.09429527	6.33
193.05106622	17.07395533	6.42
193.10253122	-53.82992658	6.42
193.11468032	16.12252624	6.35
193.26776709	-54.95248410	6.07
193.27906907	-48.94325313	4.48
193.29712947	-3.55308979	6.22
193.30541687	-39.39023156	6.97
193.32404513	21.24502058	5.05
193.34124905	-60.32848627	5.84
193.35894159	-40.17881857	4.32
193.38416881	19.48149121	6.58
193.40677076	-60.35705978	6.97
193.40883586	-4.22450913	6.61
193.45384782	-60.37624027	5.97
193.45697842	12.41850095	6.32
193.49918560	-60.33541696	6.85
193.50680410	55.95984301	1.75
193.55478295	33.53440353	6.31
193.57809243	-11.64859567	6.03
193.58822553	-9.53894647	4.83
193.59170179	-58.43060629	6.87
193.62591046	-20.09802190	6.83
193.64857337	-57.17789116	3.95
193.65383866	-57.16864387	5.11
193.66341683	-59.14666538	4.57
193.73556688	47.19673771	5.67
193.74311570	-85.12342237	5.61
193.74460949	-44.15140639	6.01
193.77158886	19.61489420	6.83
193.77910572	-42.29086884	6.78
193.83108971	-42.91570150	5.55
193.86897970	65.43854743	5.31
193.87640799	11.49588107	6.94
193.88518821	-30.07008567	6.93
193.90201366	3.39759862	3.44
193.91012683	0.05530078	6.94
193.91270827	54.96122153	6.80
193.97189424	-15.32702221	6.19
193.98808228	-56.83580429	5.37
194.00251587	38.31469771	6.20
194.00767051	38.31824617	2.85
194.07350869	54.09948306	5.90
194.07764606	-55.56105353	6.95
194.10788972	65.99441512	6.41
194.11061466	-0.95438010	6.78
194.12551047	-26.46023919	6.87
194.13216726	-72.18518249	6.09
194.16505973	-47.68623196	6.85
194.24185566	67.24283408	6.70
194.24273367	-54.58731036	6.48
194.26825217	-51.19871605	5.15
194.28251288	46.17692019	6.27
194.30284771	-12.06692425	6.46
194.30673494	8.29375695	6.92
194.32926142	-8.91081357	6.96
194.35936744	-67.96066515	6.81
194.38819062	-22.75346787	6.47
194.50415065	-38.91721080	6.76
194.54509467	-47.06493358	6.87
194.57864526	64.92550428	6.60
194.66651124	-2.90360395	6.82
194.69709590	75.47247502	6.17
194.71984222	-39.10561548	6.96
194.73110786	17.40936063	4.86
194.74051915	-21.54668947	6.77
194.91477267	-3.81194179	5.85
194.94185181	9.52599619	6.91
194.98031630	66.59730755	5.53
195.06868941	30.78503676	5.05
195.10684058	31.77923941	6.81
195.13628763	-33.50509249	6.10
195.14003738	-33.05118134	6.65
195.14982714	-3.36860790	6.15
195.16190005	18.37286539	6.30
195.18160731	56.36633134	5.01
195.29008399	17.12320260	6.13
195.44330073	-39.61621266	6.82
195.44646690	63.61016308	6.11
195.54483557	10.95910186	3.00
195.56573968	-71.54879865	3.77
195.59451992	-28.28632514	6.80
195.66856739	59.71632956	6.54
195.74782527	22.63758861	6.97
195.77233515	-71.47572327	5.94
195.88894965	-49.52723627	4.85
195.94177817	-20.58350964	5.69
195.97253050	43.00760782	6.89
195.97683982	-3.66304672	6.66
196.20103515	-41.19628181	6.28
196.20742517	73.02495241	6.47
196.25871258	-64.44154317	6.65
196.27790912	-47.11682708	6.53
196.37844611	-52.11568200	6.51
196.43526005	35.79885169	5.18
196.46783055	45.26848988	5.79
196.54288361	29.02925254	6.55
196.56970994	-48.46325358	4.66
196.58867941	21.15351000	6.08
196.59410061	22.61629063	5.41
196.59461429	22.27984442	6.91
196.59525880	62.04197396	6.32
196.64603079	-41.58840727	5.76
196.65779061	-31.61179438	6.92
196.72595485	-35.86182329	5.65
196.72776268	-49.90621586	4.21
196.79461606	27.62490672	4.92
196.85129190	-59.86049011	6.08
196.90966874	-53.45971466	5.69
196.97358344	27.55610799	6.34
196.97417871	-10.74038528	5.32
197.01017513	24.83106073	6.97
197.02982892	-65.30601741	5.48
197.08550598	-78.44596983	6.44
197.09148730	-36.22412687	6.93
197.11599927	-67.79676243	6.39
197.13536674	-8.98422912	5.73
197.16431672	-23.10637572	6.86
197.21239048	5.20886950	6.92
197.26367917	-23.11797275	5.10
197.30175990	10.02246786	5.96
197.30946673	-9.53809931	6.48
197.36490873	-48.52463613	6.94
197.41134739	37.42313176	6.17
197.42517501	38.53387060	6.22
197.42668862	-16.51519285	6.81
197.43870138	-10.32930884	6.08
197.44953121	16.84864890	6.05
197.45921331	62.22914214	6.52
197.48755015	-5.53892987	4.37
197.49812263	17.52911621	4.43
197.51361945	38.49887224	6.00
197.70777345	-52.90757683	6.84
197.71808031	21.23388837	6.92
197.74360793	-52.56685355	6.02
197.78725433	-42.23282785	5.90
197.84711464	-43.36850529	5.41
197.87678604	-35.12990835	6.79
197.88481624	21.91872836	6.97
197.90034480	-56.90897973	6.87
197.91351870	-26.55172563	6.56
197.96408969	-69.94201974	6.01
197.97051117	27.87603769	4.36
197.97114319	-63.30298568	6.43
197.98151003	-61.11732927	6.85
198.00846274	32.08528207	6.83
198.01444495	-37.80313606	4.98
198.01451923	-16.19790340	5.13
198.03509815	24.25812901	6.48
198.07345539	-59.92053651	4.55
198.10606335	80.47128181	6.42
198.13729799	11.55617035	5.88
198.14978791	18.75176987	6.67
198.18498477	-31.87259921	6.81
198.20319288	-66.22676607	5.93
198.20638393	42.62661766	6.96
198.21191296	-42.69971196	6.36
198.23211260	-59.81634245	6.32
198.26457518	38.27738359	6.94
198.30223883	18.72712766	6.26
198.34742745	-50.69978590	5.91
198.36186926	-18.82638090	6.31
198.36776285	67.28793399	6.69
198.38311624	72.79913223	6.60
198.39975707	36.88758126	6.58
198.40370674	56.70831399	6.94
198.42908954	40.15284766	5.11
198.43595895	32.53048063	6.83
198.48998608	1.45655661	6.69
198.49083299	-43.13916095	6.30
198.50799071	-62.65388122	6.94
198.51835457	-2.80697766	6.09
198.54570701	-19.93133468	5.47
198.55062387	-58.68390821	6.07
198.56428372	-59.10285946	5.01
198.57231883	-78.44744492	6.00
198.58398741	-42.85209141	6.88
198.61491384	-24.28427154	6.73
198.63017874	11.33178469	5.76
198.68067991	-48.95680509	6.00
198.68496648	-63.58105530	6.91
198.78594822	35.44578805	6.87
198.78954038	-36.37135768	6.33
198.79266577	18.91888227	6.68
198.81249082	-67.89456330	4.76
198.85735777	-69.67919729	6.53
198.88352117	40.85517240	5.83
198.94559902	7.95296650	6.91
198.99409266	-19.94282246	5.37
199.05977711	19.05171640	6.61
199.10626257	-1.39046480	6.77
199.11939858	68.40796113	6.19
199.13268799	-44.70437723	6.79
199.13470200	19.78521744	6.50
199.15309873	18.90325985	6.89
199.18769159	-65.13812590	6.16
199.19463902	9.42369300	5.31
199.21111349	17.01781641	6.63
199.22129667	-31.50607670	5.27
199.30431246	-66.78342263	5.02
199.30801256	-43.97944198	5.88
199.31509739	13.67564684	5.48
199.34173037	-11.48354663	6.68
199.36406650	-10.54632759	6.97
199.37455403	-0.67604128	6.43
199.38241225	-15.54792587	6.84
199.38598801	40.57256275	4.79
199.40119538	5.46984502	4.86
199.43609601	-47.58992392	6.64
199.48105323	-68.49564383	6.70
199.52137188	-44.05533428	6.81
199.56058516	49.68201519	5.14
199.58280541	-63.44914405	6.94
199.59775394	-28.33231087	6.95
199.60385732	-45.76461115	6.88
199.60405000	-18.30861062	4.87
199.61544766	34.09829261	5.96
199.64538086	-51.28574682	6.19
199.70140385	-79.97596131	6.34
199.71314235	3.68766942	6.64
199.73022240	-23.17141246	3.15
199.76780333	35.12793546	6.09
199.82913970	-72.03547781	6.19
199.99396293	-41.19069489	6.84
200.07914877	40.15055594	5.76
200.08355165	-11.30411836	6.89
200.14610013	-59.77275811	6.29
200.15027321	-36.71208109	2.77
200.15772684	-52.74778497	5.42
200.17335581	2.94231688	6.29
200.20142983	-55.80069803	6.09
200.21303444	43.99011862	6.61
200.24067905	-46.88005836	5.92
200.27000102	-24.47024364	6.99
200.35804558	-43.63428489	6.68
200.37423861	-19.48928681	6.25
200.42366137	2.08737060	5.72
200.51654896	43.90333351	6.41
200.52666259	-14.41976449	6.97
200.53092223	-60.18498381	6.93
200.54054052	5.15485074	5.92
200.56277875	30.29202053	6.95
200.56787422	-52.18295165	5.87
200.62912461	-6.20180359	6.77
200.65824899	-60.98835608	4.48
200.71874490	-47.94321927	6.24
200.71925349	-72.14667406	6.08
200.75477211	-17.73520402	5.52
200.76086574	-48.56278579	6.35
200.77292569	47.00195483	6.62
200.78601574	-33.18988737	6.24
200.82877172	-4.92438824	6.01
200.96744625	-49.82273441	6.64
200.96965759	-47.89048851	6.94
200.97466246	37.03394754	6.16
200.98091604	54.92541525	2.25
200.98793854	-20.92453837	6.61
201.00184737	-64.53561699	4.68
201.10828367	-51.87518830	6.83
201.10881057	-4.30863128	6.99
201.12724147	12.43174526	6.61
201.13806845	-5.16392212	5.86
201.27785348	23.85443816	5.79
201.28066834	-74.88749735	5.21
201.29835230	-11.16124491	0.89
201.30589832	54.98799884	4.05
201.30889897	-64.48509219	5.41
