RA	DEC	MAG
290.43175842	-15.95500233	4.57
290.46180286	-18.30816237	6.01
290.53988002	-42.01595158	6.50
290.58672149	-8.20102055	6.65
290.58962436	-0.25227829	5.98
290.60695199	-31.93660026	6.99
290.63896106	33.51823541	6.25
290.65699853	-51.23126280	6.50
290.65952718	-44.45891013	3.94
290.66790375	-20.64265505	6.89
290.67048435	37.58119868	6.77
290.70144198	9.91288991	6.45
290.71202082	26.26242970	5.16
290.71325245	-54.42372882	5.04
290.76850134	-7.40056318	6.45
290.78431835	14.92102959	6.73
290.80441920	-44.79964788	4.35
290.84910458	50.27124960	6.50
290.89148075	33.22157011	6.51
290.90375365	-53.94611775	6.78
290.94553232	20.26435487	6.41
290.97146411	-40.61564629	3.93
290.98536934	43.38823710	6.01
290.99148124	32.72367649	6.92
291.02297340	-68.37107984	6.50
291.02521109	36.45190293	6.60
291.03154901	29.62131120	4.95
291.05314349	-62.99824562	6.67
291.08939541	-43.72205960	6.22
291.09198653	16.93775593	6.30
291.09391490	28.08758395	6.50
291.12571955	-27.86590574	5.99
291.18910984	16.95705708	6.89
291.24070960	11.94285122	5.31
291.25629973	-4.88455503	6.58
291.26687908	-29.30920884	6.07
291.29151759	-51.10058036	6.96
291.31854426	-24.50844892	5.08
291.32562908	37.24527075	6.97
291.33984203	-13.89726417	5.87
291.34331486	20.27176831	6.31
291.35779819	24.91430832	6.31
291.36893140	19.79853912	5.31
291.37363116	-23.96242415	5.59
291.37396941	3.11457923	3.44
291.43051594	-22.45154127	6.95
291.44486270	58.02730984	6.56
291.48500498	-49.84267118	6.81
291.48605629	44.93094370	6.85
291.53801621	36.31786478	5.14
291.54596470	-15.05325005	5.72
291.55518356	20.09782036	5.61
291.57972363	-21.77668185	5.73
291.60052721	13.02365808	5.87
291.60227665	-14.55119316	6.72
291.61023591	62.55705286	6.53
291.61952782	19.89161003	5.95
291.62749539	20.25901017	6.65
291.62954029	0.33857566	4.78
291.67323922	-46.57889912	6.73
291.73529268	-29.74310537	5.66
291.85821062	52.32050263	5.73
291.86068417	18.29590039	6.95
291.89126683	14.28249131	6.30
291.90165150	37.94120774	6.26
291.92117107	4.70969574	6.81
291.95051131	-54.32529723	5.85
291.97526054	20.24740333	6.88
292.02191311	-18.35928501	6.85
292.02618892	17.84677401	6.97
292.02718657	-69.63203953	6.83
292.05775946	29.45033069	6.74
292.08665305	2.93006720	5.85
292.14721549	-15.10229301	6.77
292.17671261	24.66516482	4.54
292.23782315	24.76868131	5.99
292.25411887	1.95052861	5.82
292.32508068	0.24610506	6.40
292.33706776	20.27977762	6.31
292.33900410	-7.04406367	6.49
292.34218384	14.59607671	5.74
292.34904557	-43.44491571	5.76
292.37522952	36.28724911	6.75
292.40750570	-12.64662257	7.00
292.42641389	51.72946747	3.81
292.46738503	-26.98551060	5.63
292.46910889	-55.44159258	6.30
292.49542621	46.94648564	6.88
292.54389021	2.90407568	6.13
292.55250658	56.64445927	6.94
292.55339658	46.14781228	6.83
292.56178392	-32.09130942	6.69
292.57219895	33.72851303	6.72
292.63797828	3.44440006	6.10
292.64363448	56.13618191	6.69
292.64405170	-55.11002087	6.39
292.66593316	-2.78886135	5.08
292.68035529	27.95969480	3.22
292.68915293	27.96527890	5.10
292.69512816	36.22853276	6.27
292.72515764	-21.31218388	6.16
292.75121058	70.98925874	6.20
292.77171292	2.01175831	6.66
292.78560166	58.58697665	6.75
292.79559581	-68.43388713	6.09
292.80649013	55.73188011	6.52
292.81736863	33.47077906	6.74
292.81823731	47.48127153	6.94
292.83066458	50.30659451	5.71
292.84005924	26.61710997	6.05
292.94300436	34.45297707	4.69
292.98807021	-54.16521861	6.80
293.00283757	7.48791631	6.94
293.02260068	25.59622539	6.97
293.05879640	-44.54646647	6.60
293.08577692	69.66540172	4.81
293.11874718	-30.86938791	6.56
293.22412548	-53.18560103	5.84
293.22870909	31.23606240	6.80
293.26315610	-30.36274081	6.88
293.28235990	5.02939398	6.55
293.29193749	60.15867782	6.42
293.34014279	-45.27168903	5.59
293.36418518	33.20131999	6.75
293.40179271	38.76191852	6.65
293.40383033	3.76133443	6.99
293.42335027	49.26234659	6.01
293.42583865	-34.19764015	6.97
293.44180953	5.46576513	6.21
293.52178228	7.37931918	4.61
293.53534254	-40.03463308	5.93
293.54637242	7.78578906	6.89
293.57575716	41.92723898	6.69
293.57913643	-16.37417905	6.95
293.58233594	51.23707706	5.83
293.60492808	71.60552976	6.79
293.64141424	-23.85881177	6.62
293.64536654	19.77339742	4.97
293.66614421	48.16474084	6.85
293.67190527	42.41258465	5.37
293.68297212	43.94585769	6.63
293.69306823	63.43417949	6.63
293.71216081	29.46291111	5.52
293.73371739	33.79547347	6.68
293.74554324	27.22525224	6.82
293.74889654	-81.75296725	6.80
293.75513896	52.50210140	6.55
293.78022188	-10.56043644	5.28
293.78168777	19.00499804	6.92
293.80414074	-48.09911061	5.05
293.85069235	69.80542694	6.90
293.85469016	2.91347598	6.47
293.86342684	15.61056859	6.71
293.87413266	-7.46018539	6.48
293.88943308	-12.25306622	6.44
293.89884607	-20.78168328	6.85
293.95125591	36.94454320	6.01
293.98172144	56.98438763	6.86
293.98311850	50.23852891	6.64
293.98837611	-53.00796334	6.67
294.00687266	-24.71901737	5.70
294.03106041	35.21365289	6.90
294.03349500	11.15017937	6.74
294.03479104	22.58578091	6.32
294.04853837	12.16163891	6.86
294.05255778	6.00744919	6.79
294.06532485	14.39117275	6.55
294.10859040	-18.85289016	6.20
294.11059344	50.22046347	4.58
294.13508267	43.70612391	6.73
294.15030530	-32.69085841	6.88
294.15856119	44.69518822	5.34
294.17662107	-24.88356664	4.58
294.18031892	-1.28655047	4.33
294.21138439	-10.15744473	6.88
294.21852927	11.27319815	6.13
294.22270240	-7.02747069	4.95
294.23602466	38.38382946	6.47
294.26389422	-18.23101861	5.82
294.27747074	22.00595088	6.98
294.29007444	29.33371247	6.42
294.29900895	28.50006016	6.80
294.32243004	16.46276921	5.84
294.34770465	18.97654009	6.79
294.39365282	-14.30144432	5.57
294.42008887	35.02256120	6.56
294.44690167	-4.64750966	5.54
294.48617077	49.28406240	6.63
294.50609950	35.25909214	6.72
294.54038418	17.24322687	6.94
294.57414264	20.78347323	6.67
294.60800087	-57.98318819	6.36
294.62167294	-65.91423825	6.82
294.67144862	54.97339500	5.99
294.68067618	-10.15658266	6.68
294.70412852	3.38152187	6.37
294.73421311	-28.60720650	6.70
294.79315280	68.65250336	6.94
294.79850093	5.39778241	5.18
294.84418456	30.15323350	4.84
294.85556676	16.57113626	6.42
294.86027686	42.81821158	5.39
294.89386216	45.95738010	6.41
294.92415705	-45.27856526	6.32
294.93718392	33.97890836	6.13
294.95606457	-23.42761000	6.35
294.96721053	-66.68540741	6.39
294.96783571	-15.16737540	6.72
294.98122303	-39.43277551	6.67
295.02409394	18.01393839	4.53
295.02977888	-23.42905463	6.13
295.05496723	60.50713097	6.55
295.07767996	-54.41776164	6.41
295.08873933	-5.44749401	6.75
295.11801947	20.47708907	6.61
295.16492109	23.71797274	6.65
295.17145181	43.07782614	6.22
295.17517861	-54.21031881	6.95
295.18047034	-0.62129280	5.69
295.18058838	-16.29314555	5.46
295.20880618	45.52464940	5.16
295.26222378	17.47612356	4.55
295.27303453	13.81570826	5.97
295.31103737	22.45278133	6.56
295.40518256	-65.85423920	6.20
295.41582380	40.02231075	6.96
295.41910160	30.80858609	6.94
295.45453769	50.52544635	6.11
295.46706651	50.51792062	6.37
295.46924147	27.38215155	6.67
295.49010781	40.25405313	6.28
295.51207344	-9.19344910	6.46
295.51722804	55.46331472	6.34
295.55338688	12.19328167	6.31
295.55426217	-36.63326236	6.96
295.58046891	18.46563124	6.95
295.59430506	-24.85924653	6.77
295.62955250	-16.12397392	5.14
295.64169697	11.82660840	5.40
295.68585235	32.42674436	5.97
295.70172519	22.85167713	6.70
295.70447094	29.33164997	6.61
295.73440148	40.72175702	6.75
295.77905778	24.59859981	7.00
295.78998146	30.67788039	6.09
295.79483942	38.67171285	6.54
295.80949004	58.01675205	6.42
295.85434022	22.49500125	6.80
295.88936752	-15.46965541	5.59
295.90673775	-37.53872252	6.15
295.91455272	57.04265606	6.44
295.92882357	25.77187257	5.66
295.93784116	41.77308397	5.97
295.96436260	34.16271463	6.04
295.98322359	27.13540609	6.41
296.00747899	9.51762405	6.73
296.06896508	37.35426967	5.05
296.07667340	69.33711857	5.93
296.11550138	-41.60911788	6.99
296.13141516	18.58864183	6.85
296.14246074	13.30280916	6.25
296.14922186	13.23035220	6.95
296.15904371	34.41415588	6.36
296.17197869	8.72658032	6.59
296.20455325	40.71686361	6.40
296.22623907	-10.57272432	6.74
296.24350878	45.13069195	2.87
296.35138254	-30.90296405	6.86
296.41521750	36.09100655	6.37
296.41631572	7.61315784	5.95
296.41942736	36.08864502	6.97
296.46394910	35.01276709	6.28
296.46764026	-2.88344929	6.48
296.50506632	-31.90853854	5.52
296.56487567	10.61326869	2.87
296.59091351	-19.76089482	5.04
296.60287713	54.40560275	6.91
296.60659960	33.72868813	5.11
296.63651285	50.01038425	6.84
296.64598291	32.88860483	6.34
296.66456764	25.13384038	6.73
296.68607234	68.43800200	6.41
296.77418254	-62.45356843	6.79
296.78757002	-17.07811181	6.88
296.84693842	18.53425912	3.84
296.86185855	47.90765516	6.23
296.86573441	38.40761671	5.81
296.88890477	1.08943925	6.90
296.94222882	5.78199774	6.87
296.95207186	25.38411181	6.16
296.99849504	31.50624610	6.84
296.99990339	-20.95758846	6.82
297.00459018	-56.36227755	5.39
297.01253704	-13.70355495	6.16
297.04255658	70.26783533	4.00
297.06429046	59.42261842	6.77
297.12714544	10.69411398	6.60
297.17520021	11.81592014	5.85
297.18229814	35.31130999	6.76
297.20905254	-12.31936853	6.58
297.21083513	33.43729726	6.49
297.22221813	11.68510518	6.69
297.22947412	-52.88799211	6.44
297.24437005	19.14197806	5.04
297.25910696	-10.87071152	6.16
297.29803947	-28.78873269	6.13
297.35538694	-72.50341408	5.46
297.35760807	63.20386575	6.83
297.36457758	38.71017237	6.28
297.47257971	-66.81309300	6.57
297.47799734	28.43968047	6.42
297.48252498	27.08517105	6.62
297.54064250	-10.00715219	6.91
297.55855107	-47.55736033	5.99
297.56302289	17.71002610	6.97
297.57283311	7.90242825	6.47
297.59063450	-61.06113281	6.17
297.59128154	61.20897379	6.81
297.64140992	32.91415201	6.17
297.64161019	38.72216211	5.25
297.65553824	40.59977800	5.66
297.65722388	52.98816657	5.18
297.68657002	-59.19363715	5.45
297.68783227	20.21139870	6.77
297.69450860	8.86738491	0.83
297.69501255	-10.76358902	5.47
297.69528937	37.82631382	6.12
297.70272598	-4.69407670	6.83
297.75456049	-65.60470281	6.12
297.75625098	10.41605390	5.24
297.76705681	22.61008676	4.85
297.79625917	-2.46088946	6.24
297.82386363	9.62994013	6.29
297.83069652	47.37719407	6.31
297.86184303	4.08864671	6.62
297.92431500	-14.77686711	6.95
297.92803390	-50.97853998	7.00
297.93781146	-13.03260944	6.96
297.94254929	-37.33617086	6.82
297.96079231	-39.87433805	5.31
297.99613200	47.02734867	5.60
298.00664208	24.99217156	5.69
298.01518068	11.62913862	6.29
298.02988134	47.93181856	5.85
298.03082663	-10.89269049	6.83
298.05002110	-19.04486185	6.05
298.06492787	10.35162148	6.52
298.06553903	28.25218949	6.97
298.06835372	36.43228438	6.26
298.09068778	18.67190024	6.23
298.11818257	1.00567827	4.04
298.15709206	-54.97103652	5.92
298.16297117	-54.97645289	6.53
298.19864080	64.17610692	6.93
298.25521888	47.80773842	6.26
298.27660773	-14.60308038	6.52
298.32237872	57.52346329	5.10
298.32801307	-3.11449682	5.70
298.34416448	4.40039286	6.53
298.36533677	24.07952568	4.57
298.39741251	59.70852496	6.08
298.41036976	41.35581063	6.93
298.44708362	34.58382535	6.98
298.46950633	26.59347022	6.88
298.53446904	-8.57416489	5.87
298.54034912	33.78091298	6.85
298.56175736	8.46165027	4.87
298.57426614	-23.94007450	6.36
298.62942212	24.31939041	5.57
298.65686507	-8.22722614	5.68
298.65858512	-8.23697430	6.47
298.66743028	7.14035304	6.16
298.66854596	-61.17081500	6.26
298.68485070	22.42924620	6.89
298.68655124	0.27365959	5.65
298.70101118	36.99565531	5.93
298.77129973	-33.04624883	6.60
298.77161610	47.54097180	6.89
298.77707755	30.19489579	6.56
298.80811854	-59.19554240	6.87
298.81532954	-41.86841350	4.28
298.82819233	6.40793334	3.87
298.83121009	-6.73463769	6.59
298.84184872	58.25037613	6.27
298.84997231	-19.29284198	6.95
298.90759282	52.43902327	4.95
298.91919502	40.17289193	6.73
298.95927101	-26.29968718	4.83
298.96567172	38.48670392	4.92
298.97523474	47.09007651	6.94
298.98078459	58.84601982	5.10
298.98824653	10.20717850	6.97
299.00526400	16.63481590	5.84
299.00675249	-81.34983861	6.53
299.04410010	-38.32649211	6.68
299.05930285	11.42370978	5.29
299.07665069	35.08349079	4.06
299.07925317	56.68697532	6.20
299.17372813	30.94714252	6.94
299.18392884	36.25059928	5.98
299.18818099	50.90249691	6.47
299.20456453	-30.57016459	6.62
299.20728597	23.77669989	6.87
299.23677038	-27.16986250	4.70
299.24043148	-57.92554682	6.67
299.25174571	20.99834521	6.65
299.27618092	-58.90131541	5.26
299.28451666	30.77747520	6.96
299.30776056	40.36782505	5.44
299.34869096	28.69392234	6.94
299.35300325	-6.69754483	6.73
299.37094410	38.45824671	6.70
299.42183233	-38.05861811	6.65
299.43932749	16.78911537	5.53
299.48382616	42.26079538	6.48
299.48758471	-15.49126255	5.03
299.55953433	16.49374796	6.86
299.61974056	63.53420204	6.16
299.63556434	-3.55371767	6.87
299.63585433	7.92063365	6.93
299.64314255	38.10569103	6.31
299.65816165	30.98367174	5.50
299.67157464	-69.16371251	5.80
299.67409575	70.36680747	6.47
299.68272797	1.66655159	6.91
299.68911516	19.49209287	3.62
299.72052643	-68.76240414	6.43
299.73486767	-30.53823810	6.44
299.73823470	-26.19582739	5.00
299.79409487	23.10127381	5.76
299.80021132	11.30556446	6.69
299.81390745	52.05568515	6.08
299.83365068	84.66874674	6.86
299.83506255	45.77258164	5.99
299.84430859	1.37753175	6.33
299.89185877	-22.21129829	6.84
299.90289138	76.48153707	6.29
299.91303066	31.82648793	6.64
299.92298332	-1.97032891	6.75
299.93405965	-35.27624433	4.31
299.94787255	-9.95728408	6.00
299.96366659	-34.69763103	5.36
299.97409568	52.14981565	6.87
299.97997979	37.04288602	5.11
300.01378061	17.51654077	5.33
300.03472241	-50.21673189	6.76
300.06399327	26.18790438	6.66
300.06632739	-37.70171669	6.12
300.08399517	-33.70274870	5.76
300.08856467	3.33197413	6.86
300.09627712	-66.94888773	5.91
300.10582208	-49.35093932	6.35
300.11028267	-43.04333151	6.21
300.14747226	-72.91018443	3.95
300.16731755	-49.60867512	6.67
300.18669490	36.58973455	6.70
300.20134846	-45.11293250	5.87
300.23311831	-74.01250238	6.75
300.24475171	31.23046514	6.90
300.24571281	8.55776880	6.02
300.25254060	-64.80729222	6.92
300.27504217	27.75356392	4.71
300.31365859	37.09887283	6.38
300.33978531	50.10467998	5.22
300.34933830	-22.73727899	6.17
300.36149409	-40.81423965	6.35
300.36888221	64.82100457	5.31
300.43627799	24.80042535	5.84
300.43634274	-59.37582804	4.76
300.46835033	-66.94379223	5.49
300.48143263	31.11755860	6.59
300.49407171	-13.63724241	5.72
300.50572521	24.93787365	5.31
300.54301660	10.73897362	6.97
300.54397052	-4.98978212	6.76
300.58284518	13.90946678	6.82
300.58399922	64.63439179	6.43
300.59210822	22.15148634	6.56
300.61049005	79.68102793	6.86
300.65095358	-45.19601780	6.73
300.66441367	-27.70987972	4.45
300.67198234	12.35874536	6.87
300.69179680	14.58268612	6.83
300.69419411	37.81278047	6.99
300.69710442	28.51484727	6.94
300.70335846	31.95880063	6.56
300.70436340	67.87344872	4.68
300.71723383	10.91171030	6.97
300.76064400	18.29552862	6.97
300.80243673	4.73024614	6.66
300.81830316	18.50104063	6.13
300.87250605	36.02515949	6.66
300.87505300	16.03127337	5.64
300.88921406	-37.94049103	4.91
300.89663368	-38.85238340	6.99
300.90394052	29.89807932	5.88
300.91170802	22.94109632	6.62
300.92595005	21.49647896	6.71
300.93119979	29.98946538	6.97
300.93472579	-22.59565192	6.55
300.99739987	17.12294327	6.96
301.00497184	-7.46937856	6.78
301.02693796	17.07116105	5.92
301.03461172	7.27793427	5.68
301.05396004	31.24316659	6.95
301.05880990	17.73487414	6.99
301.08151239	-32.05626941	5.14
301.09647111	-0.70902114	5.82
301.11994393	48.22966326	6.17
301.15073631	32.21862467	5.74
301.18547823	63.89011646	6.28
301.22255255	68.02718293	6.38
301.24409217	23.21036653	6.59
301.27256290	-11.59937704	6.50
301.27802072	51.83932191	6.23
301.28947757	19.99087704	5.25
301.28994567	38.47818576	6.32
301.29221034	2.11905780	6.87
301.33474284	0.45451197	6.96
301.33959613	56.34122669	6.29
301.35971082	-12.66504590	6.55
301.36052502	15.50036919	6.46
301.38119520	-67.31925724	6.20
301.38343150	-32.99981877	6.52
301.38635475	61.99524822	5.57
301.43460212	22.79721893	6.93
301.48886108	35.78839095	6.82
301.55080882	-4.07812491	6.63
301.55682854	53.16506746	5.91
301.59137234	35.97353894	5.54
301.60417604	39.09859975	6.99
301.72249122	23.61442409	5.02
301.75001763	66.30805078	7.00
301.79769398	50.22961721	6.58
301.84653576	-52.88080972	5.02
301.84922482	-29.72088380	6.84
301.89613313	-55.01610030	6.37
301.92266944	34.42292025	6.18
301.95975060	9.39976375	6.52
302.00731244	-0.67802026	6.13
302.02708254	16.66437317	6.44
302.03988388	-52.57774840	6.61
302.08533425	-66.35467601	6.57
302.12161706	-15.03165798	6.69
302.13028361	-10.06251198	6.20
302.15948837	10.72587120	6.30
302.17441713	-66.17932101	3.69
302.22215174	77.71136178	4.37
302.23665341	62.07666850	6.76
302.26588449	-47.06777265	6.60
302.34320542	56.02687302	6.66
302.35673642	36.83959003	4.88
302.48587588	20.91478880	6.60
302.53260844	8.44382110	6.68
302.63968695	26.90413736	5.55
302.64041661	48.23118019	6.78
302.66278743	-46.73500559	6.98
302.72661999	30.78968966	6.93
302.73718662	68.27222348	6.89
302.76469664	21.13450274	6.39
302.77479946	-6.08768956	6.89
302.78089426	-57.52415476	6.39
302.79198547	-8.84233932	6.41
302.79836763	-36.09738423	5.44
302.81578207	-43.66228271	6.70
302.82610327	-0.82147569	3.22
302.83758369	21.87496544	6.26
302.89476753	62.07834754	5.82
302.94989008	26.80901561	5.66
302.99126270	-12.39235779	6.50
303.00291076	26.47883104	5.88
303.01558749	47.73703999	6.88
303.09940397	-42.77981808	6.37
303.10731366	-12.61702214	5.95
303.13221351	51.46360234	6.20
303.14634666	0.86710230	6.26
303.16087567	-6.36609394	6.95
303.19717475	-2.99595343	6.99
303.26319358	11.85100225	6.68
303.26843803	-0.33079848	6.60
303.30778095	-1.00926621	5.58
303.32517496	46.81567038	4.86
303.33050655	79.65157744	6.90
303.34917142	56.56752223	4.32
303.36409013	55.13135951	6.83
303.36487180	60.64043320	5.94
303.38492057	-47.71312980	6.63
303.39107152	-38.44764454	7.00
303.39487358	16.26523187	6.95
303.40792782	46.74132417	3.91
303.41331844	46.71185552	6.96
303.41884345	24.23893104	6.67
303.42329902	-34.11844121	6.81
303.42839988	43.37900332	6.26
303.52030039	36.60489439	6.47
303.56050449	28.69486353	5.25
303.56910667	15.19746767	4.97
303.57919847	-52.44564171	5.78
303.58972815	42.10434533	6.69
303.60750516	-62.27918456	6.76
303.60864426	80.53186540	6.81
303.61232254	-63.41586405	6.17
303.63326032	36.80613540	4.99
303.64550692	-64.42970045	6.98
303.66507334	36.75208074	6.73
303.72560963	32.86867122	6.88
303.79570860	55.65651178	6.73
303.81621226	25.59196924	4.71
303.81907470	-27.03253576	5.88
303.84913091	33.72937020	5.86
303.86799270	47.71420530	4.10
303.86825346	-7.53138167	6.91
303.87598846	23.50892242	5.34
303.88548486	2.84656994	6.92
303.93015311	50.23286626	6.40
303.94040722	15.31714115	6.93
303.94232258	27.81422850	4.65
303.96077438	-30.00529660	6.43
304.00252971	45.57965867	5.97
304.01429331	38.89808634	6.30
304.02511695	4.58091965	6.60
304.08242795	21.59876279	6.28
304.08627349	22.28723908	7.00
304.09500616	-12.33707716	6.31
304.09837360	-36.45353610	6.25
304.11019928	-35.19859739	6.63
304.11331731	27.77606655	6.64
304.11730319	37.05639710	6.44
304.19615246	24.67114227	5.46
304.20427211	56.04031574	6.82
304.22912783	31.50524135	6.93
304.23034999	40.36507960	5.38
304.25188501	8.96320144	6.59
304.27718889	-21.31787900	6.99
304.28960098	-67.45511105	6.79
304.35489078	39.59353909	6.55
304.37106233	42.72206321	6.43
304.37763542	66.85296587	6.04
304.38140202	29.14750941	6.41
